901,10,6,11840.774550
901,10,6,11982.351499
901,10,6,11912.930377
901,10,6,12163.349065
901,10,7,12132.062127
901,10,7,12045.023819
901,10,7,12161.789043
901,10,7,12120.605258
901,10,7,12297.629883
901,10,7,12411.519462
901,10,7,12211.691163
901,10,7,12227.999486
901,10,7,12106.067226
901,10,7,12212.011629
901,10,8,12201.630763
901,10,8,12331.238761
901,10,8,12273.831253
901,10,8,12297.122068
901,10,8,12331.299889
901,10,8,12253.686805
901,10,8,12317.631784
901,10,8,12256.531657
901,10,8,12261.925286
901,10,8,12653.822224
901,10,9,12898.905726
901,10,9,12879.126324
901,10,9,12859.654503
901,10,9,13086.213540
901,10,9,13034.809551
901,10,9,12993.795111
901,10,9,12999.359505
901,10,9,12850.735664
901,10,9,12802.394330
901,10,9,12872.335569
901,10,10,13137.191739
901,10,10,13171.911049
901,10,10,13070.526223
901,10,10,13187.448801
901,10,10,12978.084244
901,10,10,13073.647651
901,10,10,13012.146316
901,10,10,13067.664881
901,10,10,13189.172615
901,10,10,13141.549756
