101,10,1,41.899673
101,10,1,39.761090
101,10,1,43.623341
101,10,1,55.520706
101,10,1,58.922605
101,10,1,29.662002
101,10,1,28.993397
101,10,1,47.533901
101,10,1,77.352114
101,10,1,44.785498
101,10,2,25.620607
101,10,2,18.790169
101,10,2,50.612031
101,10,2,54.964852
101,10,2,29.111242
101,10,2,30.455163
101,10,2,47.798382
101,10,2,26.508300
101,10,2,47.879943
101,10,2,57.177586
101,10,3,15.059754
101,10,3,15.705729
101,10,3,29.840624
101,10,3,17.645684
101,10,3,20.230265
101,10,3,16.219529
101,10,3,22.199191
101,10,3,21.862899
101,10,3,23.791959
101,10,3,45.883805
101,10,4,37.819457
101,10,4,15.335135
101,10,4,15.947203
101,10,4,15.825269
101,10,4,20.840250
101,10,4,17.505178
101,10,4,20.173875
101,10,4,23.465263
101,10,4,42.776698
101,10,4,44.420700
101,10,5,48.985601
101,10,5,21.975626
101,10,5,16.113327
101,10,5,23.504320
101,10,5,53.471666
101,10,5,51.409945
101,10,5,50.783586
101,10,5,57.274003
101,10,5,55.132325
101,10,5,50.132747
101,10,6,24.076352
101,10,6,45.207895
101,10,6,49.161034
101,10,6,49.058391
101,10,6,43.121624
101,10,6,47.504199
101,10,6,50.235274
101,10,6,49.421983
101,10,6,49.371906
101,10,6,48.529127
101,10,7,42.543551
101,10,7,50.214311
101,10,7,47.988760
101,10,7,49.865572
101,10,7,51.492420
101,10,7,51.253305
101,10,7,47.013414
101,10,7,49.052990
101,10,7,49.264155
101,10,7,44.673544
101,10,8,50.685441
101,10,8,52.952815
101,10,8,46.081546
101,10,8,51.125353
101,10,8,57.461066
101,10,8,50.194229
101,10,8,50.732115
101,10,8,46.613272
101,10,8,44.981721
101,10,8,49.346624
101,10,9,51.720931
101,10,9,46.003500
101,10,9,55.512695
101,10,9,52.410895
101,10,9,48.226457
101,10,9,52.256472
101,10,9,49.636913
101,10,9,51.950347
101,10,9,57.584806
101,10,9,49.989867
101,10,10,56.538470
101,10,10,59.942930
101,10,10,47.951939
101,10,10,50.216629
101,10,10,53.573313
101,10,10,21.000797
101,10,10,20.887922
101,10,10,29.682571
101,10,10,34.793635
101,10,10,25.451242
501,10,1,3088.656635
501,10,1,3110.294900
501,10,1,3101.491490
501,10,1,3111.135795
501,10,1,3092.919735
501,10,1,3101.178532
501,10,1,3085.968845
501,10,1,3111.667661
501,10,1,3075.805088
501,10,1,3104.092060
501,10,2,2224.247625
501,10,2,2306.334514
501,10,2,2291.188620
501,10,2,2323.653614
501,10,2,2300.151244
501,10,2,2282.466893
501,10,2,2277.068551
501,10,2,2300.044965
501,10,2,2267.236134
501,10,2,2262.831394
501,10,3,2006.657806
501,10,3,2035.520728
501,10,3,2125.891383
501,10,3,2051.435564
501,10,3,2056.157444
501,10,3,2048.838661
501,10,3,1992.159216
501,10,3,2113.687067
501,10,3,2052.796870
501,10,3,2068.760037
501,10,4,1926.455788
501,10,4,1894.290305
501,10,4,1969.509457
501,10,4,1926.405917
501,10,4,1967.560721
501,10,4,1939.983073
501,10,4,2037.090315
501,10,4,1925.113295
501,10,4,1906.210274
501,10,4,1894.995553
501,10,5,2063.046348
501,10,5,2092.615975
501,10,5,2055.494506
501,10,5,2100.641798
501,10,5,2105.392242
501,10,5,2053.833836
501,10,5,2160.625279
501,10,5,2105.972093
501,10,5,2088.557084
501,10,5,2097.899884
501,10,6,2025.231421
501,10,6,2053.769182
501,10,6,2041.790999
501,10,6,2037.447206
501,10,6,2114.674382
501,10,6,2043.515535
501,10,6,2057.292961
501,10,6,2041.765563
501,10,6,2023.707515
501,10,6,2012.440859
501,10,7,2086.893539
501,10,7,2063.036824
501,10,7,2060.205828
501,10,7,2059.416259
501,10,7,2034.365023
501,10,7,2109.567213
501,10,7,2018.898198
501,10,7,2080.482995
501,10,7,2110.588767
501,10,7,2102.899756
501,10,8,2085.168148
501,10,8,2080.708597
501,10,8,2129.960120
501,10,8,2091.265072
501,10,8,2117.047937
501,10,8,2107.366850
501,10,8,2079.549420
501,10,8,2067.374292
501,10,8,2074.430072
501,10,8,2073.298368
501,10,9,2200.170954
501,10,9,2175.056169
501,10,9,2186.305915
501,10,9,2374.138823
501,10,9,2187.145030
501,10,9,2177.909792
501,10,9,2250.984127
501,10,9,2202.563940
501,10,9,2181.750641
501,10,9,2163.541990
501,10,10,2222.611492
501,10,10,2287.026514
501,10,10,2316.412394
501,10,10,2463.794931
501,10,10,2368.455525
501,10,10,2317.886636
501,10,10,2538.758481
501,10,10,2990.412468
501,10,10,3531.110713
501,10,10,2678.655994
901,10,1,17814.594339
901,10,1,18211.175268
901,10,1,17633.692106
901,10,1,17709.390325
901,10,1,17808.471397
901,10,1,17666.978648
901,10,1,17956.769770
901,10,1,17927.615368
901,10,1,17790.931313
901,10,1,17831.154450
901,10,2,13296.656822
901,10,2,13167.002784
901,10,2,13368.086625
901,10,2,13552.681098
901,10,2,12972.810366
901,10,2,13509.736990
901,10,2,13106.304764
901,10,2,13410.092816
901,10,2,13423.387818
901,10,2,13441.123205
901,10,3,12300.567124
901,10,3,12427.963044
901,10,3,12308.309653
901,10,3,12347.426067
901,10,3,11981.839945
901,10,3,12342.124619
901,10,3,12582.802342
901,10,3,12134.406348
901,10,3,12055.602321
901,10,3,12057.797805
901,10,4,11660.853398
901,10,4,11815.964081
901,10,4,11959.661846
901,10,4,11922.316741
901,10,4,11699.189836
901,10,4,11959.078854
901,10,4,11669.650333
901,10,4,11849.493997
901,10,4,11617.072956
901,10,4,11735.960181
901,10,5,12222.228913
901,10,5,11689.163234
901,10,5,11872.971159
901,10,5,12290.167179
901,10,5,12012.418369
901,10,5,12272.913577
901,10,5,12253.079321
901,10,5,11988.970690
901,10,5,12217.544334
901,10,5,11897.674580
901,10,6,12230.268974
901,10,6,12664.492320
901,10,6,11852.113765
901,10,6,11917.316209
901,10,6,12049.207718
901,10,6,12083.107525
